STAID,ELEV_MEAN_M_BASIN,ELEV_MAX_M_BASIN,ELEV_MIN_M_BASIN,ELEV_MEDIAN_M_BASIN,ELEV_STD_M_BASIN,ELEV_SITE_M,RRMEAN,RRMEDIAN,SLOPE_PCT,ASPECT_DEGREES,ASPECT_NORTHNESS,ASPECT_EASTNESS
01173000,298.0,521,195,299,40.3,202,0.316,0.319,5.2,214.2,-0.827,-0.562
01173500,269.9,521,115,277,56.3,116,0.382,0.399,6.0,210.0,-0.866,-0.500
01174000,312.3,397,224,317,41.6,225,0.510,0.538,8.5,121.5,-0.523,0.852
01174500,282.5,417,158,295,57.7,161,0.481,0.529,6.5,220.1,-0.765,-0.644
01174565,289.1,394,165,294,47.3,175,0.542,0.563,9.2,198.7,-0.947,-0.321
01174600,309.1,345,266,313,20.1,272,0.546,0.595,4.9,113.1,-0.393,0.920
01174900,276.1,345,165,281,37.5,173,0.617,0.644,7.4,87.6,0.041,0.999
01175500,236.3,417,112,232,65.4,123,0.408,0.393,7.1,146.6,-0.835,0.551
01175670,265.3,333,196,268,30.8,216,0.506,0.526,6.1,160.9,-0.945,0.327
01176000,246.5,373,117,243,43.8,120,0.506,0.492,6.1,204.6,-0.909,-0.416
01176780,178.2,314,79,174,50.3,80,0.422,0.404,7.0,295.5,0.430,-0.903
01177000,235.0,521,40,238,67.9,43,0.405,0.412,6.5,208.6,-0.878,-0.479
01179500,440.9,764,141,430,99.6,163,0.481,0.464,9.3,145.2,-0.822,0.570
01180000,323.5,397,190,332,41.1,190,0.645,0.686,12.5,138.0,-0.743,0.669
01180500,430.0,678,124,441,121.2,124,0.552,0.572,11.2,98.8,-0.153,0.988
01181000,433.3,680,119,447,96.0,125,0.560,0.585,11.2,96.3,-0.110,0.994
01183500,359.2,764,31,386,152.9,43,0.448,0.484,9.5,115.1,-0.424,0.906
01184000,384.4,1912,7,367,184.3,11,0.198,0.189,11.6,157.9,-0.926,0.377
01184100,75.4,208,48,65,27.4,52,0.171,0.106,4.6,93.7,-0.064,0.998
01184490,93.9,259,14,77,49.7,21,0.326,0.257,4.2,241.7,-0.475,-0.880
01184500,118.8,358,8,85,73.8,19,0.316,0.220,5.8,247.2,-0.388,-0.922
01185500,449.9,637,229,453,55.0,231,0.541,0.549,7.7,142.0,-0.788,0.615
01186000,420.3,637,151,435,76.7,157,0.554,0.584,8.5,165.6,-0.969,0.249
01186500,367.1,552,157,377,76.3,157,0.532,0.557,9.0,109.8,-0.339,0.941
01187300,391.2,500,175,394,48.1,219,0.665,0.674,7.0,113.5,-0.398,0.917
01187400,334.2,447,165,349,65.3,169,0.600,0.652,12.6,168.9,-0.981,0.192
01187800,255.9,359,154,258,45.0,167,0.497,0.507,8.2,91.1,-0.019,1.000
01188000,279.8,353,232,277,26.3,217,0.395,0.372,4.2,36.3,0.806,0.592
01188090,338.8,637,55,350,109.1,81,0.488,0.507,9.0,129.9,-0.641,0.767
01189000,193.9,355,61,203,72.3,64,0.452,0.483,6.1,111.9,-0.373,0.928
01189995,271.6,637,39,274,136.8,70,0.389,0.393,7.9,116.2,-0.442,0.897
01190000,267.5,637,11,269,138.6,27,0.410,0.412,7.9,116.4,-0.444,0.896
01190500,68.9,244,15,55,38.9,18,0.235,0.175,3.6,89.5,0.009,1.000
01191000,67.2,282,12,49,48.8,16,0.205,0.137,3.4,93.8,-0.066,0.998
01192500,136.4,322,17,127,67.2,17,0.391,0.361,5.1,263.1,-0.120,-0.993
01192883,105.0,238,39,101,39.8,42,0.332,0.312,6.9,351.0,0.988,-0.157
01193500,147.4,273,20,148,38.2,22,0.503,0.506,6.0,177.0,-0.999,0.053
01194000,123.3,195,14,127,35.4,14,0.604,0.624,6.0,144.4,-0.813,0.582
01194500,110.9,197,22,112,33.9,31,0.508,0.514,5.1,186.3,-0.994,-0.109
01195100,71.3,144,12,69,28.5,17,0.449,0.432,4.1,145.0,-0.819,0.573
01195200,49.3,126,3,47,30.0,7,0.377,0.358,2.8,194.1,-0.970,-0.243
01195490,80.2,230,41,68,31.8,49,0.208,0.143,4.5,217.2,-0.796,-0.605
01196500,91.6,310,6,71,57.5,6,0.282,0.214,5.3,115.5,-0.431,0.902
01196561,117.7,238,58,111,33.4,63,0.332,0.294,7.0,230.1,-0.642,-0.767
01196620,90.8,267,25,79,46.6,30,0.272,0.223,6.0,58.2,0.528,0.850
01197000,507.2,690,305,499,80.9,307,0.525,0.504,7.0,201.6,-0.930,-0.368
01197500,428.7,797,209,425,110.2,213,0.374,0.367,9.5,198.2,-0.950,-0.312
01198000,359.1,625,211,350,90.0,211,0.358,0.336,11.5,153.5,-0.895,0.446
01198125,388.9,797,195,364,118.0,197,0.322,0.281,9.9,167.8,-0.978,0.211
01198500,372.2,592,200,392,86.0,200,0.439,0.490,9.4,261.9,-0.141,-0.990
01199000,380.5,797,164,366,114.9,169,0.342,0.319,9.7,193.1,-0.974,-0.226
01199050,354.5,740,192,302,136.8,214,0.297,0.201,10.1,113.1,-0.392,0.920
01199200,392.6,468,346,393,19.5,346,0.382,0.385,6.4,64.6,0.428,0.904
01200000,247.4,563,92,247,77.9,98,0.330,0.329,10.0,209.6,-0.869,-0.494
01200500,341.4,797,72,328,119.7,79,0.372,0.353,10.3,194.2,-0.970,-0.245
01201487,166.4,323,77,160,46.2,92,0.364,0.337,6.9,359.8,1.000,-0.004
01202501,366.2,509,237,365,47.3,244,0.475,0.471,7.4,162.4,-0.953,0.302
012035055,159.2,239,75,160,32.8,78,0.514,0.518,5.7,37.7,0.791,0.611
01203510,154.4,248,68,154,35.4,81,0.480,0.478,6.0,46.0,0.695,0.719
01203600,231.6,355,110,232,53.0,111,0.496,0.498,6.0,185.8,-0.995,-0.101
01203805,231.1,352,73,239,61.5,76,0.567,0.595,8.9,145.3,-0.822,0.570
01204000,198.1,355,51,201,70.2,57,0.484,0.493,7.7,181.8,-1.000,-0.031
01205500,295.2,797,10,284,127.1,20,0.362,0.348,9.8,189.7,-0.986,-0.169
01205600,353.0,531,165,353,70.8,165,0.514,0.514,9.1,92.3,-0.041,0.999
01205700,323.3,477,166,332,67.8,167,0.506,0.534,7.5,207.9,-0.884,-0.468
01206900,297.3,531,110,292,76.9,117,0.445,0.432,8.3,144.8,-0.818,0.576
01208500,237.8,531,31,231,81.5,39,0.414,0.400,8.0,152.7,-0.889,0.458
01208873,77.0,178,6,71,40.5,9,0.413,0.378,3.4,138.1,-0.744,0.668
01208925,105.6,194,1,114,36.6,3,0.542,0.585,5.3,156.9,-0.920,0.392
01208950,69.7,122,17,72,23.7,23,0.502,0.524,3.4,191.2,-0.981,-0.195
01208990,174.5,299,88,172,35.3,93,0.410,0.398,8.1,198.5,-0.948,-0.318
012095493,194.2,258,172,188,19.3,176,0.258,0.186,4.0,343.7,0.960,-0.281
01209700,144.4,258,36,151,46.0,40,0.488,0.518,5.7,129.4,-0.635,0.772
01209761,152.4,193,117,153,14.1,117,0.466,0.474,3.0,155.5,-0.910,0.415
01209901,114.0,266,5,107,53.8,7,0.418,0.391,4.7,172.4,-0.991,0.132
01300000,72.6,149,4,73,34.4,6,0.473,0.476,3.5,148.8,-0.855,0.518
01300500,28.9,67,7,26,13.6,11,0.364,0.317,3.0,161.4,-0.948,0.318
01301000,62.3,154,3,62,29.4,7,0.393,0.391,4.3,146.3,-0.832,0.554
01301500,49.9,91,5,52,19.8,13,0.522,0.547,2.9,152.7,-0.889,0.459
01302000,96.2,222,22,95,36.4,27,0.371,0.365,6.5,209.7,-0.869,-0.495
01302020,75.5,177,14,72,30.7,29,0.377,0.356,6.1,204.4,-0.911,-0.413
01302500,47.7,111,6,46,15.8,8,0.397,0.381,2.4,307.9,0.614,-0.789
01303000,45.6,92,0,47,14.9,5,0.495,0.511,2.8,298.9,0.484,-0.875
01303500,64.2,112,5,66,16.4,5,0.553,0.570,3.9,349.3,0.983,-0.185
01304000,29.2,69,4,29,12.9,4,0.388,0.385,1.8,77.7,0.212,0.977
01304500,23.3,85,2,21,11.1,2,0.257,0.229,1.1,133.3,-0.686,0.728
01305000,36.1,96,5,36,10.4,11,0.342,0.341,1.1,142.3,-0.791,0.612
01305500,25.9,62,1,25,11.1,3,0.408,0.393,0.7,181.9,-0.999,-0.034
01306000,30.9,96,1,28,17.2,1,0.314,0.284,1.3,158.7,-0.932,0.364
01306440,30.4,68,9,30,9.7,10,0.362,0.356,1.2,174.2,-0.995,0.101
01306460,28.2,68,4,28,11.3,5,0.379,0.375,1.1,159.3,-0.935,0.354
01306500,26.0,68,0,26,11.7,1,0.382,0.382,0.9,170.6,-0.987,0.164
01307000,16.7,52,4,15,7.5,5,0.265,0.229,0.3,156.2,-0.915,0.403
01307500,17.8,39,2,17,8.7,2,0.427,0.405,0.2,149.5,-0.862,0.507
01308000,43.7,102,2,46,20.2,2,0.417,0.440,1.1,136.4,-0.724,0.690
01308500,42.0,105,2,42,22.6,2,0.388,0.388,1.7,172.2,-0.991,0.136
01309000,16.3,30,1,17,6.6,2,0.527,0.552,0.1,144.9,-0.818,0.575
01309500,47.8,116,4,48,21.5,7,0.391,0.393,1.7,169.6,-0.984,0.181
01309950,30.3,66,3,30,12.9,3,0.433,0.429,0.1,167.2,-0.975,0.221
01310000,30.7,66,3,30,12.9,3,0.440,0.429,0.1,166.5,-0.972,0.233
01310500,45.7,102,3,45,20.6,4,0.432,0.424,0.9,172.6,-0.992,0.129
01311000,32.7,87,2,31,15.6,4,0.361,0.341,0.8,162.2,-0.952,0.305
01311500,13.1,31,2,12,6.5,4,0.381,0.345,0.3,165.5,-0.968,0.251
01311810,23.2,79,1,22,12.1,2,0.285,0.269,0.5,175.2,-0.997,0.083
01312000,659.9,1622,433,592,183.4,478,0.191,0.134,15.5,224.8,-0.710,-0.704
01315000,639.7,1182,488,598,124.5,488,0.219,0.159,14.4,103.4,-0.231,0.973
01315500,627.8,1622,297,587,142.2,305,0.250,0.219,14.0,91.0,-0.017,1.000
01317000,436.6,1463,209,394,161.5,209,0.181,0.148,14.9,126.8,-0.599,0.801
01318500,520.3,1550,164,519,179.9,170,0.257,0.256,14.3,94.3,-0.076,0.997
01319000,606.2,1084,377,598,107.0,390,0.324,0.313,17.3,190.8,-0.982,-0.188
01321000,580.6,1084,269,567,105.9,269,0.382,0.366,14.3,182.3,-0.999,-0.041
01325000,490.0,1084,175,505,143.4,175,0.347,0.363,11.9,180.4,-1.000,-0.006
01327750,498.8,1622,31,508,173.6,33,0.294,0.300,13.2,122.7,-0.541,0.841
01328000,90.4,122,43,92,13.0,48,0.600,0.620,1.9,119.7,-0.495,0.869
01329000,519.9,1171,183,504,227.8,183,0.341,0.325,15.4,269.4,-0.011,-1.000
01329490,390.8,1171,110,304,216.7,118,0.265,0.183,15.9,248.2,-0.371,-0.929
01329500,393.6,1171,109,307,218.4,115,0.268,0.186,16.1,245.3,-0.418,-0.908
01330000,236.6,397,123,243,56.3,123,0.415,0.438,4.5,100.0,-0.173,0.985
01330500,249.9,605,115,229,94.2,117,0.275,0.233,5.5,112.5,-0.382,0.924
01331095,433.4,1550,21,446,212.9,24,0.270,0.278,12.2,141.7,-0.785,0.619
01331500,472.2,988,255,449,135.6,274,0.296,0.265,12.8,289.2,0.329,-0.944
01332000,561.9,936,254,578,150.0,257,0.451,0.475,15.0,157.7,-0.925,0.380
01332500,489.4,1061,188,477,160.0,198,0.345,0.331,14.9,182.8,-0.999,-0.049
01333000,478.5,1061,188,455,172.7,194,0.333,0.306,21.1,344.4,0.963,-0.269
01333500,436.2,850,176,417,127.1,199,0.386,0.358,19.5,267.7,-0.041,-0.999
01334000,488.9,1139,155,433,217.1,159,0.339,0.283,13.2,253.9,-0.277,-0.961
01334500,430.1,1139,109,391,184.7,112,0.312,0.274,15.4,233.9,-0.589,-0.808
01335754,414.4,1622,2,414,214.2,5,0.255,0.254,12.2,168.5,-0.980,0.199
01336000,355.0,550,140,364,94.4,140,0.524,0.546,6.2,197.4,-0.954,-0.300
01343060,654.2,1095,383,669,112.6,383,0.381,0.402,11.1,253.4,-0.286,-0.958
01346000,500.4,1095,133,470,170.4,134,0.382,0.350,7.7,226.8,-0.685,-0.729
01347000,380.1,1095,92,371,172.3,96,0.287,0.278,6.5,242.4,-0.463,-0.886
01348000,472.0,842,102,480,118.1,105,0.500,0.511,7.2,196.8,-0.957,-0.289
01349000,277.0,538,92,246,94.7,92,0.415,0.345,5.8,35.0,0.819,0.574
01349150,313.0,641,189,290,85.2,199,0.274,0.223,6.5,3.1,0.999,0.054
01349700,671.9,1209,441,632,133.4,449,0.301,0.249,15.0,193.0,-0.974,-0.225
01349705,672.1,1229,408,634,142.3,409,0.322,0.275,17.6,187.2,-0.992,-0.125
01349711,898.5,1229,625,892,145.2,627,0.453,0.442,32.5,257.8,-0.211,-0.977
01349810,741.2,1229,420,723,169.2,420,0.397,0.375,26.7,331.1,0.875,-0.484
01349840,858.5,1209,662,838,110.9,665,0.359,0.322,25.1,311.3,0.660,-0.751
01349950,630.0,1209,386,602,124.0,386,0.296,0.262,15.8,189.7,-0.986,-0.169
01350000,652.0,1229,344,616,147.5,344,0.348,0.307,18.4,190.2,-0.984,-0.177
01350035,588.0,1000,347,569,105.3,347,0.369,0.340,15.5,73.6,0.283,0.959
01350080,591.7,1044,391,581,99.4,391,0.307,0.291,12.1,241.3,-0.480,-0.877
01350101,630.4,1229,290,598,144.5,290,0.363,0.328,17.3,186.1,-0.994,-0.107
01350120,563.8,795,321,577,60.6,324,0.512,0.540,9.2,204.5,-0.910,-0.415
01350140,572.4,850,322,583,77.4,324,0.474,0.494,11.8,104.2,-0.246,0.969
01350180,617.2,1229,243,592,145.3,245,0.380,0.354,16.7,176.7,-0.998,0.058
01350355,600.2,1229,210,587,143.7,210,0.383,0.370,15.9,170.8,-0.987,0.160
01351500,499.4,1229,153,500,162.8,155,0.322,0.322,13.3,171.0,-0.988,0.156
01356190,104.5,150,75,103,11.0,88,0.394,0.373,1.3,187.8,-0.991,-0.136
01357500,379.8,1229,14,368,179.5,15,0.301,0.291,7.9,215.6,-0.813,-0.582
01358000,398.2,1622,0,385,201.8,1,0.246,0.237,10.3,199.2,-0.944,-0.329
01359750,150.3,272,34,153,40.7,34,0.489,0.500,5.0,234.4,-0.583,-0.813
01360640,229.0,409,133,224,46.1,134,0.348,0.330,7.6,230.3,-0.638,-0.770
01361500,483.3,876,187,502,122.1,192,0.430,0.457,13.1,102.9,-0.223,0.975
013621955,666.4,1072,377,655,139.7,377,0.416,0.400,23.0,157.9,-0.927,0.376
01362198,674.8,1128,311,669,163.6,312,0.445,0.438,27.8,119.8,-0.496,0.868
01362200,675.5,1175,304,669,169.3,306,0.427,0.419,28.0,79.4,0.184,0.983
0136230002,641.3,1263,268,639,185.5,268,0.375,0.373,32.0,45.9,0.696,0.718
01362370,682.6,1208,291,667,199.0,291,0.427,0.410,32.8,189.0,-0.988,-0.156
01362497,378.7,774,207,350,112.6,211,0.303,0.252,16.8,206.4,-0.896,-0.445
01362500,600.5,1263,192,595,203.0,194,0.381,0.376,27.7,158.5,-0.930,0.367
01363382,574.4,1164,212,564,192.3,212,0.381,0.370,33.3,65.0,0.423,0.906
01364500,410.2,1263,14,369,266.2,25,0.317,0.284,19.2,118.1,-0.470,0.882
01364959,785.9,1163,517,757,145.5,519,0.416,0.372,21.7,155.5,-0.910,0.415
01365000,628.8,1172,263,628,161.2,263,0.402,0.402,24.1,178.3,-1.000,0.030
01365500,466.7,929,270,448,111.3,271,0.298,0.270,13.0,128.7,-0.625,0.781
01366650,335.8,696,96,358,114.5,96,0.400,0.437,12.1,53.5,0.595,0.804
01367500,361.8,1172,12,346,182.3,14,0.302,0.288,12.2,106.3,-0.280,0.960
01367800,205.5,501,132,208,44.5,132,0.199,0.206,6.1,132.2,-0.672,0.741
01368000,223.6,546,115,207,75.0,116,0.252,0.213,7.8,122.4,-0.535,0.845
01369000,251.1,453,115,229,96.0,121,0.403,0.337,8.6,332.2,0.884,-0.467
01369500,175.2,285,120,169,32.2,121,0.334,0.297,6.4,311.3,0.660,-0.752
01371500,196.1,696,54,171,89.6,56,0.221,0.182,6.1,112.4,-0.382,0.924
01372058,347.1,1622,-1,319,209.3,6,0.214,0.197,9.8,181.1,-1.000,-0.019
01372500,166.4,426,35,154,65.0,48,0.336,0.304,7.1,241.4,-0.479,-0.878
0137449480,220.5,404,127,212,68.8,127,0.338,0.307,9.8,204.7,-0.909,-0.417
01374505,207.9,404,99,194,64.9,101,0.357,0.311,9.5,226.5,-0.688,-0.725
01374531,204.2,404,89,190,65.0,89,0.366,0.321,9.4,227.0,-0.682,-0.732
01374559,256.0,372,179,253,38.3,188,0.399,0.383,9.5,86.7,0.058,0.998
01374581,252.2,380,164,252,38.3,165,0.408,0.407,10.1,146.7,-0.836,0.549
01374598,245.1,344,178,248,30.5,180,0.404,0.422,8.3,163.0,-0.956,0.292
0137462010,235.6,384,136,236,44.5,136,0.402,0.403,9.8,118.0,-0.470,0.883
01374654,255.8,405,146,255,44.5,146,0.424,0.421,9.6,156.5,-0.917,0.399
01374701,216.0,405,62,217,58.2,62,0.449,0.452,9.4,136.1,-0.720,0.694
01374781,195.1,299,103,190,35.4,104,0.470,0.444,7.5,303.5,0.551,-0.834
01374821,177.0,301,63,177,45.6,63,0.479,0.479,7.5,277.8,0.135,-0.991
01374890,180.7,301,103,172,40.4,103,0.393,0.348,8.4,242.4,-0.464,-0.886
01374901,161.3,301,63,155,41.0,71,0.413,0.387,7.7,255.9,-0.244,-0.970
01374918,145.9,263,64,142,31.7,82,0.412,0.392,6.9,296.3,0.444,-0.896
01374930,203.8,335,152,200,29.6,157,0.283,0.262,7.2,154.6,-0.903,0.429
01374941,187.5,335,100,186,36.6,100,0.372,0.366,6.8,149.3,-0.860,0.510
01374987,134.0,236,63,131,33.4,63,0.411,0.393,8.5,293.4,0.397,-0.918
0137499350,135.4,222,66,138,29.8,82,0.445,0.462,7.7,255.7,-0.246,-0.969
01375000,173.5,405,13,163,62.7,16,0.409,0.383,8.6,223.0,-0.731,-0.682
01376500,99.9,216,30,99,35.6,34,0.376,0.371,8.3,252.0,-0.309,-0.951
01376800,72.8,237,16,59,41.4,17,0.257,0.195,5.3,75.9,0.244,0.970
01377000,64.7,237,6,55,40.1,8,0.254,0.212,4.7,111.0,-0.359,0.933
01377370,127.5,213,34,132,36.6,36,0.523,0.547,4.1,129.5,-0.636,0.772
01377500,87.9,213,8,91,52.6,8,0.390,0.405,3.7,123.0,-0.545,0.839
01378500,61.6,237,1,47,46.6,1,0.257,0.195,3.9,142.6,-0.795,0.607
01379000,103.1,262,66,90,38.4,68,0.189,0.122,3.7,154.2,-0.900,0.435
01379500,98.1,262,55,88,33.7,57,0.208,0.159,3.7,135.7,-0.716,0.698
01379530,115.3,196,48,113,38.1,51,0.455,0.439,3.9,254.8,-0.262,-0.965
01379773,297.8,391,218,301,37.1,222,0.461,0.480,8.6,217.4,-0.794,-0.607
01379780,295.5,391,213,297,39.7,213,0.464,0.472,9.2,226.6,-0.688,-0.726
01379790,279.5,391,208,276,45.7,210,0.391,0.372,8.6,244.0,-0.438,-0.899
01380500,248.3,428,115,244,60.8,115,0.426,0.412,8.0,125.4,-0.579,0.816
01381000,244.9,428,66,242,64.2,66,0.494,0.486,7.9,123.4,-0.551,0.834
01381400,185.3,330,95,171,60.3,96,0.384,0.323,8.4,124.4,-0.564,0.826
01381500,169.9,330,78,156,58.5,78,0.365,0.310,7.5,116.0,-0.438,0.899
01381800,121.9,330,50,105,61.5,50,0.257,0.196,4.4,98.2,-0.143,0.990
01381900,152.3,428,48,123,86.5,48,0.274,0.197,5.3,116.8,-0.450,0.893
01382170,358.6,453,267,360,33.9,267,0.492,0.500,7.7,223.8,-0.722,-0.692
01382500,317.2,453,173,318,52.5,173,0.515,0.518,8.4,163.7,-0.960,0.281
01383500,274.0,450,188,261,71.5,191,0.328,0.279,10.7,98.3,-0.145,0.989
01384000,255.5,450,91,238,73.9,96,0.458,0.409,11.5,110.1,-0.344,0.939
01384500,245.3,404,94,244,66.6,94,0.488,0.484,12.7,126.7,-0.598,0.802
01386000,251.4,376,89,269,65.6,101,0.566,0.627,10.8,86.8,0.055,0.998
01387400,248.5,428,91,249,63.3,96,0.467,0.469,11.4,250.8,-0.329,-0.944
01387420,246.5,428,83,248,64.5,84,0.474,0.478,11.6,232.2,-0.613,-0.790
01387450,205.5,382,100,176,78.7,100,0.374,0.270,10.4,195.8,-0.962,-0.272
01387500,228.6,428,76,231,74.1,78,0.434,0.440,10.8,231.8,-0.619,-0.785
01388000,209.4,428,54,207,79.3,57,0.415,0.409,10.2,211.1,-0.856,-0.517
01388500,230.0,453,52,235,87.6,53,0.444,0.456,10.1,152.5,-0.887,0.461
01389500,183.0,453,39,172,96.9,39,0.348,0.321,7.4,139.5,-0.760,0.650
01389550,130.3,203,50,128,30.8,51,0.525,0.510,5.9,327.6,0.844,-0.537
01389890,176.7,453,6,163,98.0,10,0.382,0.351,7.3,139.5,-0.760,0.649
01390450,135.4,213,56,137,29.8,56,0.506,0.516,4.5,197.0,-0.957,-0.292
01390500,107.9,213,23,109,42.1,23,0.447,0.453,4.5,180.3,-1.000,-0.005
01391000,109.5,212,36,108,23.3,37,0.418,0.409,3.0,115.6,-0.433,0.902
01391500,79.7,213,9,87,49.3,13,0.347,0.382,3.1,153.7,-0.896,0.444
01392210,61.8,184,7,54,30.9,10,0.310,0.266,3.3,110.7,-0.353,0.936
01393450,38.0,85,5,35,18.3,5,0.413,0.375,1.5,145.9,-0.828,0.560
01393500,36.0,85,1,32,18.9,1,0.417,0.369,1.5,145.7,-0.826,0.564
01394500,87.0,197,23,77,47.5,25,0.368,0.310,5.1,136.8,-0.729,0.684
01395000,66.8,197,0,48,47.2,7,0.339,0.244,3.8,129.0,-0.629,0.777
01396000,30.5,65,0,30,10.9,1,0.469,0.462,1.2,102.8,-0.222,0.975
01396091,309.8,378,281,305,23.9,288,0.297,0.247,4.6,94.7,-0.083,0.997
01396190,276.0,378,171,288,51.2,175,0.507,0.565,6.1,144.4,-0.813,0.582
01396500,254.3,378,91,262,59.8,93,0.569,0.596,7.1,154.5,-0.902,0.431
01396580,232.5,322,121,233,45.8,121,0.555,0.557,6.4,212.3,-0.846,-0.534
01396582,232.0,322,117,233,46.2,117,0.561,0.566,6.5,212.4,-0.844,-0.536
01396660,178.6,298,85,175,54.3,85,0.440,0.423,7.0,65.9,0.409,0.913
01396800,187.2,322,55,194,64.8,67,0.495,0.521,7.5,119.5,-0.493,0.870
01397000,199.7,378,38,196,80.5,40,0.476,0.465,6.8,134.3,-0.698,0.716
01398000,82.1,209,30,66,36.5,30,0.291,0.201,3.3,101.9,-0.206,0.979
01398500,197.9,339,63,191,59.7,80,0.489,0.464,7.8,174.0,-0.994,0.105
01399100,74.0,152,28,69,27.5,29,0.371,0.331,3.9,159.4,-0.936,0.352
01399500,233.7,368,91,231,32.2,104,0.515,0.505,5.8,152.0,-0.883,0.469
01399510,219.8,282,149,218,27.7,152,0.532,0.519,5.9,118.3,-0.474,0.880
01399670,106.1,250,39,92,49.1,42,0.318,0.251,6.3,120.0,-0.500,0.866
01400000,139.4,368,18,127,82.2,18,0.347,0.311,5.9,155.7,-0.912,0.411
01400500,134.1,378,6,112,88.3,6,0.344,0.285,5.5,143.2,-0.801,0.599
01401000,76.6,170,12,65,31.0,19,0.409,0.335,3.1,142.7,-0.795,0.606
01401650,46.3,171,23,32,34.1,23,0.158,0.061,2.9,108.4,-0.316,0.949
01402000,47.8,171,9,36,30.1,11,0.240,0.167,1.9,167.8,-0.977,0.211
01402600,31.0,36,29,31,1.4,29,0.286,0.286,0.0,107.2,-0.296,0.955
01403060,101.1,378,5,64,84.1,6,0.258,0.158,4.1,147.6,-0.845,0.535
01403150,104.6,184,71,98,22.7,72,0.297,0.239,5.5,96.0,-0.105,0.995
01403400,116.9,173,59,119,24.4,63,0.508,0.526,7.4,297.4,0.460,-0.888
01403500,86.2,173,21,89,40.4,21,0.429,0.447,5.5,204.4,-0.911,-0.413
01403535,107.1,173,58,104,27.7,61,0.427,0.400,9.3,231.0,-0.629,-0.777
01403540,110.8,205,54,112,28.7,56,0.376,0.384,8.5,78.1,0.206,0.978
01403900,52.4,205,9,31,42.2,9,0.221,0.112,3.5,219.2,-0.775,-0.632
01405000,31.7,88,6,30,8.1,7,0.314,0.293,0.8,127.1,-0.603,0.797
01405030,30.1,88,1,30,8.9,6,0.335,0.333,1.1,142.3,-0.792,0.611
01405400,34.6,78,2,34,14.0,2,0.429,0.421,1.5,357.9,0.999,-0.036
01405500,31.1,78,0,30,14.1,2,0.398,0.385,1.4,303.3,0.549,-0.836
01406050,28.3,106,2,27,13.9,2,0.253,0.240,1.5,288.4,0.316,-0.949
01407290,43.9,82,20,43,9.8,21,0.385,0.371,2.3,121.5,-0.523,0.853
01407500,38.3,117,0,36,16.3,6,0.328,0.308,2.6,128.1,-0.617,0.787
01407705,28.6,63,2,29,8.2,3,0.437,0.443,2.0,159.7,-0.938,0.347
01407760,30.9,48,6,32,7.3,6,0.593,0.619,1.5,175.7,-0.997,0.074
01408000,34.3,77,7,33,9.6,7,0.390,0.371,1.0,150.1,-0.867,0.498
01408029,31.5,84,3,31,10.7,4,0.352,0.346,1.1,160.7,-0.944,0.330
01408120,28.7,65,2,29,11.0,3,0.424,0.429,1.1,157.5,-0.924,0.383
01408500,32.6,104,3,32,10.9,6,0.293,0.287,0.8,130.5,-0.650,0.760
01409000,28.4,64,0,28,13.9,2,0.444,0.438,0.9,50.5,0.636,0.772
01409280,21.4,45,5,21,8.3,5,0.411,0.400,1.0,163.6,-0.959,0.282
01409400,23.1,57,5,24,10.0,5,0.348,0.365,0.1,95.0,-0.087,0.996
01409500,20.7,58,2,20,7.7,2,0.334,0.321,0.4,194.9,-0.966,-0.258
01409810,26.0,64,8,25,10.6,8,0.322,0.304,0.5,192.3,-0.977,-0.212
01410000,33.1,64,0,33,12.6,3,0.518,0.516,0.7,206.8,-0.893,-0.451
01410150,15.1,45,2,14,7.9,2,0.305,0.279,0.7,195.4,-0.964,-0.266
01410500,15.5,31,1,17,4.9,1,0.483,0.533,0.5,144.6,-0.815,0.579
01411000,37.8,63,17,39,8.0,17,0.453,0.478,0.4,141.7,-0.785,0.619
01411300,16.2,30,1,16,6.6,2,0.523,0.517,0.3,128.9,-0.627,0.779
01411456,40.3,48,34,41,3.5,34,0.453,0.500,0.2,178.8,-1.000,0.021
01411500,34.1,54,14,35,6.7,14,0.502,0.525,0.4,185.2,-0.996,-0.091
01412800,30.3,42,4,31,6.6,8,0.691,0.711,1.0,197.0,-0.957,-0.292
01413088,657.2,1018,450,635,126.4,457,0.365,0.326,22.4,154.5,-0.902,0.431
01413398,675.0,1089,420,651,124.4,420,0.381,0.345,19.2,185.3,-0.996,-0.092
01413408,702.8,1178,407,677,142.6,409,0.384,0.350,21.4,212.3,-0.846,-0.534
01413500,666.3,1178,396,641,139.5,396,0.346,0.313,20.5,172.6,-0.992,0.128
01414000,647.3,1017,397,629,116.5,397,0.404,0.374,20.4,160.1,-0.940,0.340
01414500,715.4,1134,395,707,142.5,395,0.434,0.422,22.6,280.1,0.175,-0.985
01415000,609.9,1017,393,605,96.6,395,0.348,0.340,18.3,191.3,-0.981,-0.196
01415460,596.9,782,431,597,75.5,432,0.473,0.473,18.5,188.5,-0.989,-0.148
01417000,632.2,1178,329,618,135.8,329,0.357,0.340,20.1,188.3,-0.990,-0.144
01417500,617.9,1178,306,609,135.1,306,0.358,0.347,20.6,186.1,-0.994,-0.107
01418500,718.1,1178,425,708,126.5,437,0.389,0.376,19.0,207.1,-0.890,-0.455
01419500,668.2,1026,435,662,93.1,435,0.395,0.384,12.0,175.2,-0.996,0.084
