STAID,STREAMS_KM_SQ_KM,STRAHLER_MAX,MAINSTEM_SINUOUSITY,REACHCODE,ARTIFPATH_PCT,ARTIFPATH_MAINSTEM_PCT,HIRES_LENTIC_PCT,BFI_AVE,PERDUN,PERHOR,TOPWET,CONTACT,RUNAVE7100,WB5100_JAN_MM,WB5100_FEB_MM,WB5100_MAR_MM,WB5100_APR_MM,WB5100_MAY_MM,WB5100_JUN_MM,WB5100_JUL_MM,WB5100_AUG_MM,WB5100_SEP_MM,WB5100_OCT_MM,WB5100_NOV_MM,WB5100_DEC_MM,WB5100_ANN_MM,PCT_1ST_ORDER,PCT_2ND_ORDER,PCT_3RD_ORDER,PCT_4TH_ORDER,PCT_5TH_ORDER,PCT_6TH_ORDER_OR_MORE,PCT_NO_ORDER
01078000,0.93,4,1.85,01070001000237,4.04,6.25,0.79,53.7,1.8,0.0,11.37,23.3,768.8,15.5,8.7,19.4,91.7,126.9,76.1,44.0,26.8,24.2,37.5,55.3,31.1,557.2,60.88,21.07,9.23,6.97,0.00,0.00,1.86
01081000,0.60,5,1.56,01070002000187,31.63,86.07,19.96,62.5,3.2,0.7,12.92,47.2,552.8,15.7,9.2,26.0,102.4,117.2,67.5,37.6,21.6,18.5,29.0,49.9,31.2,525.8,57.23,20.16,11.34,2.70,5.55,0.00,3.02
01081500,0.69,6,1.26,01070006002297,15.84,83.87,7.94,55.6,2.2,0.2,11.37,26.2,700.6,16.5,9.1,19.7,90.9,132.0,91.9,56.3,35.7,32.5,43.9,59.3,32.8,620.6,58.56,19.20,9.46,4.19,3.18,1.92,3.50
01082000,0.57,4,2.46,01070003000177,9.55,14.60,3.89,46.2,2.1,0.8,11.78,55.1,566.6,20.7,13.2,36.0,112.8,124.3,73.0,41.6,27.1,26.3,38.4,60.4,39.4,613.3,57.32,32.76,2.91,3.86,0.00,0.00,3.15
01083000,0.75,4,1.63,01070003000234,29.55,29.85,7.34,44.9,2.0,1.2,11.25,58.4,566.1,21.9,14.2,38.5,114.9,126.1,72.8,41.8,27.3,26.2,38.4,61.1,41.0,624.2,48.53,29.35,16.66,1.33,0.00,0.00,4.13
01084000,1.56,4,1.58,01070003000086,11.50,8.65,4.19,44.5,2.0,1.2,11.15,25.5,568.2,21.6,14.3,36.4,114.9,129.9,75.0,42.2,26.3,25.0,39.2,62.3,40.6,627.6,65.74,13.85,11.16,8.94,0.00,0.00,0.31
01084500,1.32,5,1.54,01070003000053,6.04,7.48,2.57,45.9,2.0,1.0,11.28,47.1,565.0,20.2,13.5,36.1,114.8,124.8,71.9,39.4,24.1,22.4,35.1,58.3,38.6,599.3,59.93,13.28,13.12,8.82,0.56,0.00,4.29
01085000,0.98,6,2.00,01070003000041,10.22,14.27,3.61,45.5,2.0,0.9,11.47,49.5,565.9,20.7,13.8,37.6,114.7,123.7,71.5,39.9,25.1,23.9,36.3,58.9,39.2,605.2,59.29,16.85,9.52,6.11,4.55,1.10,2.58
01085500,0.97,6,1.99,01070003000160,11.00,20.19,3.58,46.1,2.0,0.9,11.45,48.2,565.7,20.2,13.4,37.0,113.9,122.2,70.4,39.2,24.4,23.1,35.2,57.6,38.3,594.9,59.75,17.08,8.98,5.37,4.00,2.55,2.28
01085800,1.27,3,1.13,01070003000874,0.42,0.00,0.43,45.3,2.0,1.0,10.08,29.1,565.1,18.7,12.1,30.8,109.5,126.6,73.4,41.2,25.1,22.7,36.6,58.0,36.4,591.1,73.89,24.99,1.12,0.00,0.00,0.00,0.00
01086000,0.88,4,1.37,01070003000139,6.61,0.00,2.30,49.8,2.0,0.7,11.30,32.0,564.7,17.6,10.9,29.0,108.1,125.7,73.0,40.3,24.0,21.7,32.8,54.9,34.3,572.2,58.66,20.48,9.41,7.95,0.00,0.00,3.51
01087000,0.86,4,2.12,01070003000006,6.18,5.57,1.55,53.6,1.8,0.0,11.37,33.7,568.6,16.6,9.7,24.3,100.6,125.0,74.0,42.2,25.0,22.8,35.4,55.4,33.0,564.0,57.33,19.30,8.69,12.97,0.00,0.00,1.72
01088000,0.92,6,1.94,01070003001111,10.59,38.69,2.84,48.5,2.1,0.7,11.46,45.1,565.9,18.6,12.0,32.8,109.9,121.8,70.5,39.3,23.9,22.1,33.8,55.5,35.9,576.1,58.11,17.98,8.74,7.51,2.35,3.05,2.26
01089000,0.72,4,2.21,01070006001785,7.49,0.00,1.85,57.1,3.2,1.4,11.63,56.5,550.0,15.6,10.0,30.0,102.2,99.1,55.6,30.7,17.6,16.0,25.3,45.0,30.1,477.1,55.90,24.54,6.10,13.46,0.00,0.00,0.00
01089100,0.77,4,2.09,01070006001781,6.56,0.00,1.76,56.8,3.2,1.4,11.63,57.6,550.0,15.5,10.1,30.2,102.3,98.5,55.3,30.5,17.5,15.9,25.1,44.7,30.0,475.6,57.85,21.91,5.34,14.90,0.00,0.00,0.00
01089500,0.77,4,1.52,01070006001749,15.12,38.56,3.74,57.2,3.3,1.6,11.66,66.8,550.4,18.4,12.1,35.2,109.7,108.2,61.0,33.6,19.2,16.9,27.0,49.9,34.8,526.1,57.29,24.50,8.61,8.62,0.00,0.00,0.99
01090800,0.95,3,1.87,01070006000016,12.39,31.35,3.32,48.2,2.3,0.9,11.75,55.9,550.6,19.3,13.2,37.2,112.5,115.9,66.2,35.8,20.7,20.3,31.6,54.1,36.6,563.4,62.04,20.40,14.75,0.00,0.00,0.00,2.81
01091000,0.87,4,2.77,01070006000079,4.84,5.47,1.47,47.0,2.0,0.7,11.51,41.0,550.2,20.5,14.2,39.9,115.4,116.6,67.0,36.7,22.0,20.4,33.3,56.3,39.2,581.5,56.11,21.07,17.99,1.14,0.00,0.00,3.69
01091500,0.88,4,1.84,01070006000008,8.00,25.66,2.09,47.6,2.2,0.8,11.58,44.7,550.3,20.0,13.8,39.2,114.1,114.1,65.5,35.7,21.1,19.9,31.9,54.7,38.0,567.7,57.47,20.58,16.37,2.50,0.00,0.00,3.07
01092000,0.78,7,1.30,01070006000428,13.47,90.55,5.21,52.9,2.4,0.6,11.43,37.1,627.7,17.3,10.6,27.3,100.2,121.7,77.8,45.6,28.3,25.8,36.8,55.3,33.7,580.3,58.42,18.71,9.23,5.81,2.06,2.91,2.86
01093000,1.02,4,1.48,01070006000255,10.00,7.68,2.72,48.1,3.8,1.0,12.04,51.2,551.2,19.2,14.2,42.2,110.9,90.8,51.8,28.3,16.9,15.2,24.4,46.4,35.6,496.1,62.93,15.24,20.79,1.04,0.00,0.00,0.00
01093800,0.69,2,1.35,01070006000844,0.00,0.00,0.02,45.4,2.0,0.8,9.90,33.7,550.4,22.0,14.0,39.9,118.9,130.3,76.3,43.2,27.2,25.2,40.2,64.2,42.0,643.5,89.25,10.75,0.00,0.00,0.00,0.00,0.00
01093852,0.66,4,1.38,01070006000452,4.72,13.88,1.69,46.7,2.1,1.1,11.21,45.0,550.2,22.6,15.5,42.9,119.5,122.4,71.4,40.1,24.7,23.2,37.4,61.4,42.4,623.4,51.44,32.06,7.64,1.89,0.00,0.00,6.98
01094000,0.76,4,1.63,01070006000438,3.32,8.39,1.33,46.9,2.4,0.9,11.49,38.8,549.9,22.9,16.6,46.4,119.3,113.0,65.7,36.8,22.4,20.9,33.9,57.6,42.0,597.5,50.80,27.99,8.12,9.12,0.00,0.00,3.97
01094400,0.67,3,1.62,01070004000087,17.32,25.69,3.91,50.4,2.6,3.0,11.30,83.9,498.1,26.4,19.7,51.5,123.2,111.2,64.0,35.5,22.5,22.6,34.4,58.3,45.9,615.2,63.46,23.78,12.76,0.00,0.00,0.00,0.00
01094500,0.73,4,1.60,01070004000082,13.98,17.40,3.42,50.7,2.6,2.5,11.38,73.6,496.4,27.0,20.8,54.9,122.4,105.1,60.6,33.5,21.0,21.0,32.2,55.8,45.8,600.0,59.94,22.27,12.32,4.48,0.00,0.00,0.99
01095220,1.02,3,1.20,01070004000476,6.42,10.35,1.70,51.9,3.0,1.3,11.27,57.3,493.7,30.0,23.5,60.1,125.3,106.5,62.3,34.1,22.6,22.1,34.0,59.8,49.7,630.0,66.48,19.86,13.66,0.00,0.00,0.00,0.00
01095375,0.91,3,1.39,01070004000482,15.51,13.14,4.65,52.0,3.0,2.0,11.38,94.2,494.9,29.5,23.4,58.2,125.6,108.4,63.7,35.3,23.7,24.7,37.8,61.8,49.9,641.8,55.13,23.15,7.30,0.00,0.00,0.00,14.42
01095505,0.88,4,2.03,01070004000104,17.51,37.80,7.95,52.6,3.0,1.6,11.64,93.3,495.8,30.3,24.3,60.9,123.3,101.8,59.9,33.0,22.0,21.8,34.0,58.4,49.5,619.0,55.80,19.51,10.10,5.97,0.00,0.00,8.62
01096000,0.96,4,1.45,01070004000035,3.71,3.43,1.23,49.1,2.8,1.8,11.34,77.0,495.5,25.9,20.1,55.5,120.2,99.5,57.4,31.8,19.1,18.4,29.5,53.1,43.8,574.4,60.59,15.83,8.16,8.61,0.00,0.00,6.81
01096500,0.84,5,2.62,01070004000021,11.59,13.65,4.34,51.6,2.9,1.6,11.61,79.5,495.6,28.5,23.0,59.8,120.6,97.2,56.6,31.2,19.8,19.2,30.3,54.0,46.6,586.7,57.57,17.13,9.11,7.06,3.99,0.00,5.14
01096503,0.81,4,1.43,01070004000010,4.44,4.87,1.60,49.3,3.1,1.1,11.59,69.6,496.0,25.7,20.8,58.0,119.1,92.6,53.8,29.6,17.6,16.7,27.2,51.0,43.0,555.2,65.38,16.50,6.16,11.97,0.00,0.00,0.00
010965852,0.78,3,1.43,01070006000389,7.18,14.95,2.04,49.7,4.1,1.0,11.91,51.5,550.4,23.3,19.2,53.5,115.3,88.5,51.5,28.0,16.7,14.9,24.8,48.6,40.8,525.3,51.66,16.36,22.37,0.00,0.00,0.00,9.61
010965995,0.48,2,1.23,01070005000462,40.44,80.25,1.30,54.8,3.0,1.8,11.38,177.9,614.5,32.1,27.7,69.3,117.7,84.9,50.9,27.7,19.2,17.1,26.4,50.7,47.8,571.6,74.55,25.45,0.00,0.00,0.00,0.00,0.00
01096835,0.89,3,1.44,01070005001034,8.31,15.24,2.25,55.1,3.0,1.6,12.22,139.6,605.9,32.2,27.7,68.8,117.0,84.8,50.5,27.5,18.5,16.5,26.4,50.5,48.1,568.5,44.86,17.17,12.08,0.00,0.00,0.00,25.89
01096840,0.89,3,1.44,01070005000033,8.74,18.63,2.16,55.1,3.0,1.6,12.19,138.3,606.1,32.2,27.8,68.9,116.9,84.6,50.4,27.4,18.4,16.4,26.3,50.4,48.1,567.9,47.42,16.14,12.11,0.00,0.00,0.00,24.33
01096885,0.82,3,1.60,01070005000026,10.53,18.46,2.50,55.5,3.0,1.5,12.28,143.8,606.8,32.3,28.3,69.7,116.0,83.1,49.6,26.9,18.0,15.9,25.5,49.5,47.8,562.7,48.70,12.77,15.04,0.00,0.00,0.00,23.49
01097000,0.80,4,1.54,01070005000022,12.09,25.18,2.41,55.5,3.0,1.4,12.38,131.8,606.3,32.2,28.5,70.1,115.2,82.0,48.9,26.5,17.6,15.4,24.8,48.7,47.4,557.3,48.07,12.52,18.47,1.27,0.00,0.00,19.67
01097300,0.54,3,1.20,01070005000396,2.44,6.53,0.78,54.3,3.2,1.1,12.72,72.1,606.8,30.0,28.4,71.4,110.2,74.1,44.3,23.9,14.9,12.4,20.3,43.0,43.8,516.8,64.74,14.98,20.28,0.00,0.00,0.00,0.00
01097380,0.72,4,1.70,01070005000063,6.24,8.18,2.58,55.0,3.0,1.1,12.41,89.8,608.2,30.4,28.7,71.6,109.6,73.6,43.9,23.9,14.8,12.3,19.8,42.2,43.7,514.4,59.18,14.55,23.99,2.28,0.00,0.00,0.00
01097480,0.60,3,1.17,01070005000302,16.35,7.26,3.88,57.2,3.1,0.6,12.50,118.8,610.3,33.2,30.4,73.0,115.4,81.3,48.9,26.8,18.5,16.2,25.1,48.7,48.0,565.6,57.47,31.31,6.35,0.00,0.00,0.00,4.88
01098530,0.74,4,1.56,01070005000047,22.89,28.48,5.62,58.1,3.1,0.7,12.68,120.3,608.7,33.9,32.0,75.0,112.7,77.5,46.8,25.6,17.4,14.9,23.2,46.6,47.8,553.3,43.08,19.36,8.49,7.74,0.00,0.00,21.33
01099500,0.77,5,1.51,01070005000003,16.17,41.78,3.15,56.4,3.1,1.0,12.73,107.1,607.7,32.5,30.4,72.9,111.8,76.9,46.0,25.1,16.4,13.9,22.2,45.4,46.4,540.1,48.32,13.65,12.88,7.08,3.78,0.00,14.29
01100000,0.79,7,1.31,01070006000376,13.26,92.57,4.54,52.6,2.7,0.8,11.66,49.2,600.5,20.7,14.9,38.4,105.4,111.0,69.3,40.0,24.8,22.7,33.3,53.4,37.1,571.1,57.04,18.35,9.83,5.85,2.33,2.42,4.18
01100505,0.69,3,1.16,01070006001202,30.38,25.89,7.31,50.5,4.3,1.0,12.23,60.7,551.6,26.1,23.2,61.3,115.4,85.3,49.9,27.1,15.9,14.5,23.4,47.4,42.9,532.5,56.59,30.94,6.76,0.00,0.00,0.00,5.72
01100561,0.77,4,1.36,01070006000369,15.79,22.40,4.77,51.3,4.1,1.7,12.35,117.6,550.4,28.1,25.8,65.8,113.0,81.1,47.9,26.3,15.2,13.8,22.2,45.4,43.7,528.2,51.05,29.11,6.24,10.06,0.00,0.00,3.54
01100600,0.69,3,1.18,01070006001382,1.13,0.00,0.53,56.4,3.3,1.2,13.06,119.4,553.1,34.8,33.3,76.1,113.4,78.7,46.9,25.5,15.8,12.9,22.1,46.8,48.8,555.0,52.77,17.08,17.08,0.00,0.00,0.00,13.07
01100627,0.71,4,1.29,01070006001370,3.85,1.64,1.45,55.5,3.6,1.1,13.20,105.4,552.8,34.7,33.4,75.3,112.0,77.0,45.8,25.1,15.4,12.5,21.7,45.4,48.4,546.6,54.08,11.00,16.66,10.83,0.00,0.00,7.42
01101000,0.62,2,1.54,01090001000010,7.93,9.44,2.37,53.6,3.8,1.9,12.08,100.5,512.7,38.0,37.9,77.4,108.9,73.0,44.0,24.3,14.2,12.1,20.7,45.5,51.5,547.6,53.36,46.64,0.00,0.00,0.00,0.00,0.00
01101344,0.84,3,1.31,01090001000064,3.56,6.93,1.43,55.1,4.0,1.5,14.00,226.4,513.8,37.2,35.6,77.1,113.7,79.8,47.5,25.7,15.8,12.7,23.0,48.5,51.2,568.0,61.75,18.44,3.48,0.00,0.00,0.00,16.33
01101500,0.78,4,1.46,01090001000056,4.72,7.37,1.66,55.1,4.1,2.1,13.63,219.2,511.1,38.5,37.3,77.7,110.7,76.5,46.0,25.0,15.4,12.5,22.5,47.6,51.6,561.2,55.99,20.28,5.64,9.34,0.00,0.00,8.75
01102000,0.69,4,1.74,01090001000044,7.24,3.25,3.31,54.9,4.1,2.0,13.37,180.2,510.3,39.8,39.3,78.0,107.6,72.6,44.2,24.1,14.8,12.1,21.6,46.1,52.0,552.1,48.98,23.65,2.32,17.37,0.00,0.00,7.68
01102345,0.63,3,1.86,01090001001195,14.45,16.18,6.82,55.3,3.1,1.4,12.87,199.6,509.0,42.5,42.7,82.4,109.5,74.4,45.0,24.6,15.8,12.8,22.3,48.1,54.7,575.0,62.04,11.39,26.58,0.00,0.00,0.00,0.00
01102500,0.64,3,1.72,01090001000247,8.14,17.51,2.26,55.4,3.1,0.0,12.16,61.4,510.2,39.7,39.1,81.0,113.0,77.1,46.4,25.6,16.5,13.1,22.8,48.2,53.1,575.6,44.15,30.27,12.93,0.00,0.00,0.00,12.65
01103025,0.14,1,1.33,01090001000792,9.73,9.73,5.77,55.6,3.0,0.5,12.24,100.0,509.0,38.7,40.0,80.3,104.3,68.0,41.8,23.1,15.7,12.7,19.3,41.9,49.4,535.2,100.00,0.00,0.00,0.00,0.00,0.00,0.00
01103220,0.95,1,1.99,01090001001106,0.00,0.00,0.27,55.3,3.0,0.0,12.40,89.0,657.4,39.0,36.0,79.0,119.0,82.0,50.0,27.0,20.0,17.0,29.0,55.0,55.0,608.0,100.00,0.00,0.00,0.00,0.00,0.00,0.00
01103280,0.84,3,2.45,01090001000151,10.11,18.19,1.50,57.1,3.0,0.0,12.58,80.2,518.9,36.3,32.9,75.6,116.4,81.2,49.9,27.1,19.7,17.1,27.4,52.7,51.8,588.0,56.13,20.10,17.55,0.00,0.00,0.00,6.22
01103455,0.98,2,1.20,01090001000637,2.47,5.49,0.84,58.0,3.0,0.0,11.93,44.2,509.0,37.4,36.6,79.4,111.5,75.5,45.4,25.1,17.4,14.2,23.2,46.3,50.4,562.2,83.34,16.66,0.00,0.00,0.00,0.00,0.00
01103500,0.86,4,3.45,01090001000127,9.99,16.12,2.11,57.8,3.0,0.0,12.24,81.8,515.3,37.1,35.0,77.5,114.0,78.2,47.7,25.9,18.6,15.7,25.5,50.2,51.5,576.9,49.20,16.94,13.79,9.09,0.00,0.00,10.98
01104200,0.84,4,3.72,01090001001160,11.66,23.07,2.06,57.7,3.0,0.1,12.33,81.8,514.4,37.4,35.6,78.2,113.8,78.0,47.5,25.9,18.5,15.6,25.2,49.8,51.6,577.0,46.72,15.04,12.47,13.13,0.00,0.00,12.63
01104430,0.56,2,1.75,01090001000121,50.36,57.52,13.65,57.4,3.0,1.5,12.15,159.3,517.2,35.2,34.9,77.2,110.8,74.8,45.0,24.5,15.6,13.6,21.5,46.0,48.7,547.7,32.58,66.76,0.00,0.00,0.00,0.00,0.66
01104460,0.68,3,1.34,01090001000118,21.22,7.97,6.61,57.6,3.6,1.8,12.30,186.0,518.0,34.6,34.3,76.3,107.7,72.0,43.3,23.7,15.2,13.2,20.7,44.4,47.0,532.5,41.79,35.20,9.89,0.00,0.00,0.00,13.11
01104475,1.04,1,1.29,01090001000762,0.00,0.00,1.34,57.6,4.0,2.0,9.99,90.0,509.0,36.0,35.0,78.0,107.0,72.0,43.0,24.0,16.0,13.0,21.0,45.0,48.0,538.0,100.00,0.00,0.00,0.00,0.00,0.00,0.00
01104500,0.82,4,3.78,01090001000112,13.09,24.58,2.63,57.7,3.1,0.2,12.36,89.2,515.0,37.1,35.5,78.1,112.9,77.2,46.9,25.6,18.1,15.2,24.6,49.1,51.0,571.3,45.11,15.63,12.02,13.75,0.00,0.00,13.49
01105000,0.76,3,1.22,01090001000176,13.23,27.99,2.73,57.0,3.0,0.0,12.26,79.9,509.1,39.6,39.2,81.1,113.7,77.5,46.7,25.6,18.4,15.4,25.3,48.8,53.2,584.4,44.73,28.92,14.39,0.00,0.00,0.00,11.97
01105500,0.78,4,1.16,01090001000232,16.15,47.65,3.21,55.7,3.0,0.0,12.35,70.8,511.3,44.1,44.0,84.6,112.5,75.3,45.7,25.3,18.5,15.5,26.0,49.1,56.4,597.2,51.11,26.11,13.62,0.64,0.00,0.00,8.52
01105554,0.72,4,1.46,01090001000168,11.25,13.14,3.12,56.5,3.0,0.1,12.52,74.3,510.1,41.5,41.4,83.3,113.8,77.2,46.7,25.6,18.6,15.5,25.6,48.7,54.6,592.3,49.45,22.31,12.98,6.33,0.00,0.00,8.93
011055566,0.71,4,1.39,01090001000164,11.07,11.79,2.66,56.2,3.0,0.2,12.68,80.6,509.9,41.9,41.8,84.0,113.8,77.1,46.7,25.6,18.5,15.3,25.3,48.5,54.8,593.3,46.47,20.52,10.73,11.50,0.00,0.00,10.78
01105583,0.74,3,2.06,01090001000525,9.01,7.07,3.66,54.3,3.3,0.1,12.76,93.9,515.3,46.6,47.0,86.7,111.0,72.6,44.1,24.7,18.0,15.0,25.9,49.0,58.2,599.0,49.22,25.03,15.20,0.00,0.00,0.00,10.56
01105585,0.09,-99,1.13,01090001000325,0.00,0.00,1.14,52.9,3.0,0.0,11.62,106.2,509.0,47.5,48.2,88.4,112.0,73.1,44.2,24.9,17.9,14.9,25.1,48.9,58.7,603.8,0.00,0.00,0.00,0.00,0.00,0.00,100.00
01105600,1.01,2,1.28,01090001000501,0.00,0.00,0.14,53.0,3.8,0.0,13.13,137.3,513.3,49.5,49.2,90.1,113.4,73.9,44.9,25.4,17.9,15.4,26.4,51.9,61.4,619.1,69.75,30.25,0.00,0.00,0.00,0.00,0.00
01105638,0.94,3,1.36,01090001000465,7.19,8.54,2.19,53.4,3.2,0.0,12.55,84.0,510.8,51.4,50.5,91.5,114.7,75.4,45.8,25.9,18.6,16.5,27.5,54.6,63.4,635.8,49.98,33.00,17.02,0.00,0.00,0.00,0.00
01105730,0.95,3,1.27,01090002000014,9.75,20.70,2.25,53.7,3.3,0.0,12.94,95.4,688.3,52.3,52.7,93.0,114.2,74.2,44.9,25.0,17.3,15.8,26.6,52.9,63.4,632.3,54.58,28.75,13.39,0.00,0.00,0.00,3.27
01105870,0.67,3,1.65,01090002034123,20.10,25.73,7.26,54.2,5.5,0.0,13.32,103.5,699.6,59.2,60.3,99.1,108.8,69.5,42.1,23.2,16.9,17.3,26.6,53.4,68.0,644.6,47.50,30.37,15.08,0.00,0.00,0.00,7.05
011058756,0.25,1,1.22,01090002034090,43.74,43.74,2.43,56.4,4.0,0.0,12.71,23.3,700.0,59.0,60.8,96.4,101.8,64.8,39.7,21.5,16.2,16.0,23.0,48.7,65.7,613.5,100.00,0.00,0.00,0.00,0.00,0.00,0.00
01105876,0.27,2,1.35,01090002034099,31.34,27.56,1.78,57.4,4.0,0.0,11.78,23.7,700.0,59.4,61.4,95.8,100.1,63.5,39.2,21.2,16.0,16.0,22.7,48.2,65.6,609.1,78.46,21.54,0.00,0.00,0.00,0.00,0.00
01105880,0.31,2,1.07,01090002001571,67.58,62.99,21.89,62.7,4.0,0.0,13.62,57.0,700.0,58.6,62.5,82.9,79.3,53.2,31.3,18.9,13.1,12.0,17.0,33.6,56.9,519.2,76.62,23.38,0.00,0.00,0.00,0.00,0.00
01105917,0.27,1,1.38,01090002000178,13.86,13.86,5.93,56.8,3.0,0.4,13.47,153.0,699.4,54.7,55.3,90.4,100.4,64.5,39.6,21.8,16.3,14.9,20.4,43.3,61.3,582.8,100.00,0.00,0.00,0.00,0.00,0.00,0.00
01105933,0.24,1,1.18,01090002000195,6.92,8.02,1.27,56.7,3.5,0.5,13.20,191.1,700.0,55.0,58.3,89.0,91.9,58.9,37.0,20.6,16.3,13.1,17.8,38.7,58.7,555.4,86.32,0.00,0.00,0.00,0.00,0.00,13.68
01106000,1.19,4,1.11,01090002000223,0.00,0.00,0.56,54.3,3.3,0.1,12.13,157.7,699.1,55.0,57.0,90.0,94.2,60.6,37.0,20.3,15.7,12.7,17.0,39.0,59.7,558.1,66.33,3.57,24.65,5.45,0.00,0.00,0.00
01106500,0.91,3,1.39,01090004001286,7.66,16.77,1.75,54.0,3.3,0.1,12.80,120.9,662.9,48.7,49.1,87.7,108.0,70.0,42.3,23.4,17.0,15.1,25.5,49.0,59.0,594.8,45.56,34.41,12.37,0.00,0.00,0.00,7.66
01108000,0.58,5,1.65,01090004000039,11.93,9.50,6.10,53.7,3.3,0.3,13.51,135.9,669.3,50.9,50.5,90.0,109.7,70.7,42.7,23.7,16.8,15.5,24.5,48.8,61.0,604.6,42.97,24.65,18.66,4.04,3.32,0.00,6.36
01108320,0.82,3,1.83,01090004001406,9.08,4.24,3.71,54.9,3.3,0.3,13.26,149.9,643.6,44.4,43.4,83.5,111.7,74.6,44.6,24.6,17.6,16.0,26.1,50.4,56.5,593.3,49.95,20.00,30.06,0.00,0.00,0.00,0.00
01108410,0.75,4,1.66,01090004000175,17.98,16.31,4.65,54.2,3.3,0.2,13.31,115.7,655.6,44.7,43.7,83.3,110.7,73.6,43.7,24.3,17.3,15.8,25.5,49.5,56.3,588.6,40.59,20.72,24.83,13.86,0.00,0.00,0.00
01108500,0.72,3,1.88,01090004001199,22.53,24.38,4.41,56.1,3.1,0.6,12.25,179.5,637.9,41.7,40.2,81.8,114.2,77.4,46.5,25.5,18.5,16.2,27.2,51.9,55.8,596.9,54.61,17.59,17.46,0.00,0.00,0.00,10.34
01109000,0.70,3,1.61,01090004001186,19.20,27.96,3.02,55.5,3.5,0.8,13.01,249.7,654.2,43.6,42.2,83.0,112.4,75.3,44.8,24.8,17.9,15.7,26.1,50.5,56.4,592.8,53.76,14.65,24.09,0.00,0.00,0.00,7.50
01109060,0.75,4,1.71,01090004000162,17.20,21.71,3.19,55.3,3.6,0.7,13.22,223.5,659.4,43.9,42.6,83.1,111.6,74.8,44.3,24.7,17.7,15.8,25.7,49.9,56.3,590.3,53.63,14.98,17.28,10.12,0.00,0.00,3.99
01109070,0.95,2,1.52,01090004001157,4.77,7.85,0.64,53.4,3.9,1.8,12.40,225.6,668.0,47.1,46.1,85.1,107.6,70.7,41.3,23.3,16.6,14.6,22.9,46.6,57.0,578.9,70.62,29.38,0.00,0.00,0.00,0.00,0.00
01109090,0.60,1,1.64,01090004001504,0.00,0.00,0.56,53.7,3.3,0.7,12.36,367.2,671.9,53.3,54.7,91.3,98.3,62.8,38.2,21.1,16.0,13.1,18.8,40.8,58.9,567.2,100.00,0.00,0.00,0.00,0.00,0.00,0.00
01109220,0.79,3,1.53,01090004000075,2.76,2.69,1.13,54.1,3.8,0.6,12.54,155.4,668.0,47.8,47.7,86.5,106.0,68.9,40.5,22.8,15.9,13.8,22.1,45.7,57.0,574.6,74.64,14.18,11.18,0.00,0.00,0.00,0.00
01109403,0.92,3,1.55,01090004000997,17.35,35.11,3.84,54.8,3.7,0.9,12.63,246.4,668.9,45.0,44.1,84.6,110.4,72.1,43.3,23.8,17.3,14.6,24.9,49.0,56.9,586.0,57.11,24.97,15.96,0.00,0.00,0.00,1.96
01109500,0.86,3,1.58,01090003000326,30.22,47.44,6.51,53.0,3.0,1.9,11.77,134.2,697.2,28.7,22.6,58.7,122.0,98.1,58.7,32.5,22.2,21.8,33.6,56.4,47.9,603.3,55.96,31.68,12.22,0.00,0.00,0.00,0.13
01109730,0.69,3,2.60,01090003000317,25.98,29.97,4.45,52.9,3.0,1.9,12.05,120.7,693.6,29.2,23.5,60.1,120.7,95.1,56.8,31.4,21.5,21.1,32.7,55.4,47.8,595.2,49.96,33.13,16.84,0.00,0.00,0.00,0.07
01110000,0.66,2,1.33,01090003000106,33.14,61.78,6.18,53.6,3.0,1.8,12.33,130.4,695.4,30.3,25.5,64.7,119.1,88.1,52.8,29.2,19.4,18.4,28.7,51.9,47.9,576.2,67.77,32.23,0.00,0.00,0.00,0.00,0.00
01110500,0.68,4,1.99,01090003000099,27.14,27.57,4.45,53.2,2.9,1.6,12.32,108.6,695.5,29.7,24.4,62.4,120.0,91.9,55.1,30.3,20.6,19.8,30.5,53.4,47.6,585.7,57.04,25.78,14.94,2.12,0.00,0.00,0.13
01111050,0.79,3,1.75,01090003000400,27.01,48.61,5.21,52.8,2.6,0.5,11.63,48.8,699.7,31.2,26.7,67.5,119.6,87.6,52.9,28.9,20.4,18.6,28.1,51.7,48.0,581.2,65.98,16.66,17.35,0.00,0.00,0.00,0.00
01111200,0.69,3,1.97,01090003000654,9.17,0.00,1.09,54.0,2.8,0.9,11.81,73.4,699.9,32.5,28.5,70.2,117.5,84.0,51.0,28.0,19.7,17.6,27.0,51.2,48.2,575.4,48.96,28.56,22.48,0.00,0.00,0.00,0.00
01111212,0.74,5,2.04,01090003000053,23.29,24.34,4.05,53.2,2.8,1.1,12.09,82.1,697.2,30.7,25.9,65.4,119.4,89.2,53.7,29.5,20.4,19.0,29.3,52.6,48.0,583.1,56.70,21.76,16.32,4.54,0.23,0.00,0.46
01111225,0.86,2,1.55,01090003000127,12.03,7.05,1.27,53.1,2.7,0.1,10.97,38.8,700.0,34.5,30.5,73.9,117.5,82.6,50.0,27.5,19.5,17.5,27.0,52.0,50.0,582.6,77.34,22.66,0.00,0.00,0.00,0.00,0.00
01111300,0.94,3,1.27,01090003000539,5.67,10.87,0.66,52.1,3.0,0.0,11.52,56.0,699.7,35.1,30.4,72.9,120.3,86.0,51.7,28.5,19.8,18.5,29.9,54.9,51.7,599.7,71.45,16.00,12.55,0.00,0.00,0.00,0.00
